name,iban,bic,amount,reference,address,favorite_store
Carlos Hoffmann,IT28W8000000292100645211111,INTESA,26821.16,Services 2026290,"Church Road 269, 63939 Rome",Coop
Dubois Logistics,RO66BRDE410SV38975310410,INGBROBU,38769.33,Retainer 2024973,"Strada Principala 278, 11787 Paris",Coop Schweiz
Pierre Fischer,AT611904300234573201,RLNWATWWXXX,4368.01,Support 2024588,"Rue du Commerce 299, 26006 Naples",Dia
Jonas Miller,FR7612548029989876543210843,BNPAFRPPXXX,33849.88,Contract 2025382,"Gartenstrasse 715, 96237 Utrecht",Monoprix
Mihai Hernandez,AT611904300234573201,RLNWATWWXXX,10979.57,Subscription 2024251,"Plaza de España 269, 12276 Cluj-Napoca",Carrefour
Marian Popescu,ES9121000418450200051332,POPUESMM,10126.37,Payment 2026804,"Via Milano 608, 65415 Amsterdam",Alcampo
Ben Stoica,RO09BCYP0000001234567890,RNCBROBU,1786.75,Advance 2026367,"Station Road 446, 34663 Amsterdam",Esselunga
Hernandez Partners,FR7612548029989876543210843,SOGEFRPPXXX,5697.26,Payment 2024872,"Avenue des Champs 3, 47452 Bilbao",Carrefour
Ben Thomas,CH5604835012345678009,CRESCHZZXXX,37052.36,License 2026264,"Main Street 306, 14452 Vienna",Carrefour Italia
Juan Marin,DE27100777770209299700,DRESDEFF100,42052.04,Consulting 2025587,"Via Nazionale 787, 47120 Geneva",Casino
Constantinescu KG,NL91ABNA0417164300,INGBNL2AXXX,6642.39,Retainer 2026735,"Avenida Principal 724, 95451 Valencia",Auchan
John Romano,RO09BCYP0000001234567890,RNCBROBU,5393.75,Invoice 2024086,"Bulevardul Unirii 681, 56948 Venice",Real
William Hoffmann,ES9121000418450200051332,BSCHESMM,25007.13,Refund 2025850,"Station Road 391, 20418 Munich",Kaufland Romania
David Popa,BE68539007547034,AXABBE22XXX,25709.44,Order 2026275,"Calea Victoriei 735, 62483 Vienna",Lidl
Anna Garcia,IT60X0542811101000000123456,BCITITMM,9370.99,Advance 2024276,"Main Street 946, 10794 Valencia",Rewe
Finn Marin,ES7921000813610123456789,CAIXESBBXXX,44962.43,Fee 2024607,"Station Road 855, 94925 Seville",Monoprix
Giovanni Klein,FR7630006000011234567890189,AGRIFRPPXXX,19519.71,Credit Note 2026107,"Green Lane 789, 16886 Amsterdam",Leclerc
William Colombo,AT611904300234573201,RLNWATWWXXX,39024.51,Salary 2024032,"Manor Road 839, 71164 Antwerp",Migros
Leon Stan,BE71096123456769,GEBABEBB,32746.27,Payment 2026384,"Plaza de España 602, 12648 Munich",Migros
Noah Schneider,BE68539007547034,GEBABEBB,3421.38,Bonus 2025422,"Rue de la Paix 877, 57639 Paris",Spar
Gabriela Williams,DE62370400440532013001,COBADEFFXXX,44293.13,Commission 2024691,"Corso Italia 103, 27931 Amsterdam",Alcampo
John Durand,IT40S0542811101000000123456,BPPIITRRXXX,10341.42,Fee 2025365,"Via Milano 456, 29096 Nice",Coop
Barbu Industries,BE71096123456769,KREDBEBB,1471.94,Maintenance 2026490,"Church Road 506, 80757 Bilbao",Leclerc
Petit Services,ES7921000813610123456789,SABSESMMXXX,47293.91,Commission 2025979,"Via Nazionale 840, 40696 Amsterdam",Penny
Laura Miller,IT40S0542811101000000123456,BCITITMM,14723.65,Refund 2024581,"Bahnhofstrasse 944, 93827 Zurich",Rewe
Finn Wagner,FR7612548029989876543210843,CEPAFRPP415,43820.08,Credit Note 2026180,"Green Lane 113, 12157 Madrid",Coop
Antonio Schaefer,BE71096123456769,GEBABEBB,19879.73,Contract 2026329,"Main Street 534, 80799 Berlin",Aldi
Maria Dubois,ES7921000813610123456789,BSCHESMM,44695.96,Order 2024360,"Park Road 902, 15047 Lille",Migros
Russo Trading,ES1000492352082414205416,CAIXESBBXXX,13441.57,Order 2025371,"Piazza Garibaldi 713, 61693 Cologne",Alcampo
Ben Stan,FR7612548029989876543210843,SOGEFRPPXXX,48422.36,Invoice 2024623,"Schulstrasse 364, 32866 Bilbao",El Corte Inglés
Jean Dubois,RO76BTRL01304205R50067XX,BTRLRO22XXX,39824.30,Retainer 2025833,"Rue du Commerce 819, 85026 Milan",Lidl
Durand Systems,NL91ABNA0417164300,INGBNL2AXXX,1367.43,Advance 2025266,"Via Roma 874, 64304 Rome",Lidl
Jose Popescu,RO76BTRL01304205R50067XX,BRDEROBUXXX,27299.72,Fee 2024956,"Main Street 233, 99432 Lyon",Monoprix
Maria Ionescu,FR7630006000011234567890189,BNPAFRPPXXX,39210.99,Order 2025670,"Piazza Garibaldi 894, 17611 Eindhoven",Mercadona
David Mueller,RO09BCYP0000001234567890,INGBROBU,40664.41,License 2024868,"Schulstrasse 336, 52665 Milan",Aldi
Philippe Russo,DE91100000000123456789,COBADEFFXXX,2558.31,Consulting 2025768,"Rue du Commerce 156, 30946 Turin",Edeka
Maximilian Bianchi,AT611904300234573201,BKAUATWWXXX,12863.79,Contract 2024903,"High Street 627, 59263 Valencia",Dia
Adrian Durand,FR7630006000011234567890189,CEPAFRPP415,20588.25,Payment 2025315,"Boulevard Victor Hugo 738, 47266 Rotterdam",Aldi
Lisa Wagner,RO76BTRL01304205R50067XX,RNCBROBU,16201.57,Advance 2026640,"Calle Real 901, 69084 Hamburg",Coop
Lisa Gonzalez,FR7630006000011234567890189,AGRIFRPPXXX,18861.19,Payment 2025130,"Gartenstrasse 923, 79122 Vienna",Denner
Sarah Stan,RO76BTRL01304205R50067XX,BRDEROBUXXX,4551.69,Consulting 2026333,"Avenida Principal 419, 17242 Venice",Rewe
David Williams,FR7630006000011234567890189,BNPAFRPPXXX,18088.34,Order 2026974,"Manor Road 841, 41689 Milan",Kaufland Romania
Pierre Petit,CH5604835012345678009,UBSWCHZHXXX,7468.31,Bonus 2026568,"Kirchweg 956, 33548 Rotterdam",Kaufland Romania
Marin Holdings,ES7921000813610123456789,SABSESMMXXX,17176.03,Refund 2025948,"Church Road 585, 45665 Paris",Esselunga
Alexandru Smith,DE62370400440532013001,INGDDEFFXXX,39569.38,Credit Note 2026687,"Rue de la Paix 261, 67662 Seville",Dia
Francisco Bernard,IT28W8000000292100645211111,BCITITMM,28910.93,Consulting 2026058,"Rue de la Paix 892, 22225 Amsterdam",Jumbo
Felix Johnson,DE91100000000123456789,DEUTDEFFXXX,42810.77,Fee 2024543,"Bahnhofstrasse 822, 44345 Brussels",Alcampo
Richter AG,IT40S0542811101000000123456,UNCRITMM,16792.37,Consulting 2026228,"Victoria Street 12, 86779 Cologne",Leclerc
Johnson Services,RO66BRDE410SV38975310410,RNCBROBU,12843.98,Salary 2026765,"Via Roma 503, 99861 Bilbao",Penny
Gabriela Fischer,DE91100000000123456789,INGDDEFFXXX,39598.11,Refund 2026069,"Station Road 598, 94954 Lyon",Conad
Romano Holdings,IT28W8000000292100645211111,INTESA,17076.24,Order 2026082,"Avenida Principal 464, 59764 Salzburg",Mega Image
Michel Davis,ES1000492352082414205416,SABSESMMXXX,20639.53,Contract 2026880,"Kirchweg 844, 84787 Rome",Carrefour Italia
Lukas Durand,CH5604835012345678009,POFICHBEXXX,18304.27,Order 2026228,"Avenida Principal 565, 71603 Nice",Casino
Lukas Stan,NL02ABNA0123456789,ABNANL2AXXX,29078.89,Contract 2024210,"Via Milano 894, 88363 Munich",Conad
Giovanni Ionescu,NL91ABNA0417164300,INGBNL2AXXX,21968.74,Advance 2025019,"Calle Real 306, 40494 Berlin",Dia
Elias Dubois,DE27100777770209299700,INGDDEFFXXX,5834.80,Consulting 2026884,"Manor Road 775, 13452 Munich",Mega Image
Jose Davis,DE62370400440532013001,BYLADEM1XXX,46775.10,Fee 2024450,"Church Street 263, 99648 Bucharest",Rewe
Russo Partners,BE68539007547034,GKCCBEBB,40070.02,Subscription 2024017,"Main Street 42, 39944 Seville",Migros
Maximilian Stoica,NL91ABNA0417164300,ABNANL2AXXX,29063.48,Fee 2026162,"Church Road 419, 68949 Antwerp",Plus
Jones International,CH5604835012345678009,UBSWCHZHXXX,6133.55,Invoice 2026419,"Church Street 705, 23750 Rotterdam",Penny
John Koch,FR7630006000011234567890189,CRLYFRPPXXX,1910.99,Salary 2025987,"Church Road 245, 58176 Eindhoven",Carrefour
Francesco Popescu,IT60X0542811101000000123456,BLOPIT22XXX,33697.07,Maintenance 2026980,"Via Milano 250, 29875 Berlin",Migros
Philippe Jones,BE71096123456769,KREDBEBB,32250.30,License 2024426,"Schulstrasse 850, 45538 Lille",Casino
Richter Logistics,DE91100000000123456789,BYLADEM1XXX,26968.75,Credit Note 2024636,"Calle Real 892, 87361 Bucharest",Auchan
Jacques Richter,AT611904300234573201,RLNWATWWXXX,13712.46,Fee 2025278,"Bulevardul Unirii 474, 31215 Eindhoven",Conad
Ana Jones,AT483200000012345864,RLNWATWWXXX,15082.23,License 2024794,"Church Street 366, 99283 Frankfurt",Real
Lukas Ionescu,DE44500105175407324931,DRESDEFF100,2744.10,Fee 2025746,"Park Avenue 910, 96416 Eindhoven",Coop
Francois Smith,AT483200000012345864,RLNWATWWXXX,44666.62,Credit Note 2024099,"Avenida Principal 878, 37144 Barcelona",Coop Schweiz
David Williams,IT60X0542811101000000123456,BPPIITRRXXX,41818.60,Invoice 2024865,"Corso Italia 523, 86818 Toulouse",Lidl
Daniela Weber,DE89370400440532013000,DRESDEFF100,10256.98,Order 2024193,"Avenue des Champs 708, 44474 Turin",Dia
Jean Popescu,ES7921000813610123456789,BSCHESMM,45376.63,Invoice 2026731,"Plaza de España 802, 22056 Madrid",Aldi
Gabriela Meyer,BE68539007547034,KREDBEBB,42042.53,Maintenance 2025473,"Church Street 588, 40789 Florence",Real
Brown Trading,CH9300762011623852957,UBSWCHZHXXX,4469.61,Services 2024674,"Kirchweg 200, 52472 Bilbao",Carrefour Romania
Philippe Miller,BE71096123456769,KREDBEBB,27495.57,Contract 2026076,"Piazza Garibaldi 141, 47729 Bilbao",Penny
Jean Stan,ES7921000813610123456789,POPUESMM,46333.07,Contract 2025274,"Corso Italia 950, 40908 Frankfurt",Aldi
Alexandru Gheorghiu,RO66BRDE410SV38975310410,INGBROBU,18117.90,Invoice 2025919,"Main Street 710, 96863 Eindhoven",Migros
Michael Schmidt,ES1000492352082414205416,BSCHESMM,20572.25,Support 2026665,"Via Nazionale 656, 80479 Lyon",Carrefour Romania
Esposito Group,DE91100000000123456789,DRESDEFF100,2418.86,Subscription 2026120,"Rue du Commerce 98, 16857 Bologna",Monoprix
Philippe Moldovan,BE68539007547034,KREDBEBB,19029.29,Payment 2025068,"Calle Real 322, 43004 Bordeaux",Denner
Juan Schmidt,RO09BCYP0000001234567890,INGBROBU,39276.19,Retainer 2024296,"Bulevardul Unirii 566, 24030 Nice",Jumbo
Hernandez Partners,BE71096123456769,AXABBE22XXX,26628.79,Fee 2025645,"Rue du Commerce 465, 65175 Turin",Jumbo
Durand Holdings,IT28W8000000292100645211111,BLOPIT22XXX,24595.15,Salary 2026184,"Calea Victoriei 230, 60480 Naples",Esselunga
Alina Dumitrescu,NL91ABNA0417164300,INGBNL2AXXX,12098.73,Invoice 2026184,"Kirchweg 98, 79256 Utrecht",Migros
Francisco Rodriguez,IT40S0542811101000000123456,UNCRITMM,48301.68,Advance 2025278,"Manor Road 448, 91311 Lille",Esselunga
Marco Richter,IT28W8000000292100645211111,UNCRITMM,6610.67,Services 2025660,"Hauptstrasse 429, 35702 Bilbao",Edeka
Alain Becker,CH9300762011623852957,CRESCHZZXXX,13279.47,License 2025229,"Boulevard Victor Hugo 211, 14879 Seville",Kaufland Romania
Finn Ionescu,DE27100777770209299700,COBADEFFXXX,23269.43,Bonus 2024265,"Avenue des Champs 733, 18630 Malaga",Alcampo
Jose Meyer,IT40S0542811101000000123456,BLOPIT22XXX,3871.66,License 2025070,"Strada Principala 478, 34067 Bordeaux",Denner
Juan Becker,NL02ABNA0123456789,TRIONL2UXXX,13023.34,Salary 2025948,"Calea Victoriei 837, 16876 Naples",Casino
Noah Williams,IT28W8000000292100645211111,BPPIITRRXXX,11183.97,Maintenance 2025009,"Avenue des Champs 224, 42683 Munich",Plus
Johnson Enterprises,BE71096123456769,KREDBEBB,9911.19,Consulting 2025894,"Kirchweg 478, 94997 Venice",Edeka
Jose Hernandez,RO66BRDE410SV38975310410,BTRLRO22XXX,15277.92,Credit Note 2024848,"Avenida Principal 251, 46061 Paris",Mega Image
Alain Weber,ES7921000813610123456789,BSCHESMM,43157.82,Services 2026780,"High Street 711, 92415 Dresden",Dia
Maria Schneider,FR1420041010050500013M02606,SOGEFRPPXXX,604.98,Contract 2026607,"Piazza Garibaldi 662, 22666 Vienna",Esselunga
Rossi Technologies,FR7612548029989876543210843,CEPAFRPP415,4851.83,Credit Note 2025065,"Bahnhofstrasse 375, 77315 Marseille",Coop Schweiz
Ionescu Industries,CH9300762011623852957,UBSWCHZHXXX,21993.31,Maintenance 2025633,"Victoria Street 234, 23559 Naples",Spar
Durand Partners,RO09BCYP0000001234567890,BCYPROBUXXX,10307.03,Advance 2024543,"Bulevardul Unirii 993, 85661 Brussels",Carrefour Romania
Williams Technologies,FR7630006000011234567890189,CRLYFRPPXXX,39946.32,Commission 2024019,"Park Avenue 891, 76526 Dresden",Lidl
Lena Barbu,ES9121000418450200051332,BBVAESMM,16060.44,Contract 2026321,"Hauptstrasse 695, 55128 Berlin",Mercadona
Marco Gonzalez,BE71096123456769,GEBABEBB,26041.82,Contract 2025244,"High Street 408, 87276 Madrid",Penny
Julia Bernard,BE68539007547034,KREDBEBB,19106.06,License 2025091,"Schulstrasse 346, 91832 Toulouse",Jumbo
Ana Klein,RO09BCYP0000001234567890,BRDEROBUXXX,43337.52,Support 2024156,"Green Lane 995, 54961 Bucharest",Albert Heijn
Pierre Popa,FR7612548029989876543210843,CRLYFRPPXXX,41171.17,Consulting 2025895,"Main Street 933, 32049 Cluj-Napoca",Kaufland
Rossi Systems,DE89370400440532013000,BYLADEM1XXX,10413.65,Salary 2024023,"Victoria Street 999, 59514 Brussels",Carrefour
James Ionescu,NL91ABNA0417164300,ABNANL2AXXX,46581.37,Commission 2025650,"Rue du Commerce 110, 45255 Marseille",Migros
Clara Fischer,CH5604835012345678009,UBSWCHZHXXX,12175.93,Support 2026751,"Boulevard Victor Hugo 447, 69897 Malaga",Edeka
Alessandro Popa,AT483200000012345864,GIBAATWWXXX,1216.99,Invoice 2026884,"Church Street 156, 29932 Dresden",Aldi
Julia Mueller,BE68539007547034,GEBABEBB,45009.78,Consulting 2026485,"Victoria Street 210, 48280 Vienna",Denner
Stoica GmbH,FR1420041010050500013M02606,BNPAFRPPXXX,45952.98,Order 2026827,"Schulstrasse 435, 46449 Florence",Mercadona
Mia Constantinescu,RO49AAAA1B31007593840000,INGBROBU,41716.13,Payment 2024811,"Bulevardul Unirii 436, 17673 Rotterdam",Aldi
Lisa Garcia,IT60X0542811101000000123456,UNCRITMM,38382.59,Contract 2024952,"Via Milano 735, 68599 Salzburg",Dia
Francois Lopez,BE68539007547034,GEBABEBB,35532.82,Retainer 2025199,"Hauptstrasse 567, 43712 Marseille",Mega Image
Jose Popa,RO49AAAA1B31007593840000,BTRLRO22XXX,32341.01,Salary 2024426,"Church Road 481, 99864 Florence",Denner
Elena Richter,RO49AAAA1B31007593840000,BRDEROBUXXX,24357.43,Bonus 2026238,"Victoria Street 966, 39610 Hamburg",Kaufland Romania
Lea Wagner,IT28W8000000292100645211111,BPPIITRRXXX,42662.10,Salary 2024563,"Via Milano 183, 63542 Zurich",Lidl
Maximilian Schmidt,RO66BRDE410SV38975310410,RNCBROBU,49324.49,Salary 2025890,"Piazza Garibaldi 256, 60888 Malaga",Kaufland
Marian Russo,NL91ABNA0417164300,INGBNL2AXXX,10409.51,Order 2024107,"Calle Mayor 355, 50734 Utrecht",Migros
David Esposito,DE27100777770209299700,INGDDEFFXXX,21234.53,Services 2026296,"Green Lane 688, 42211 Vienna",Kaufland Romania
Ana Dumitrescu,AT611904300234573201,GIBAATWWXXX,6144.78,Support 2025362,"Station Road 148, 73579 Turin",Lidl
Pierre Moldovan,RO09BCYP0000001234567890,BTRLRO22XXX,9252.56,Order 2026846,"Avenue des Champs 567, 59548 Bucharest",Alcampo
Finn Barbu,CH9300762011623852957,CRESCHZZXXX,20506.89,License 2024460,"Main Street 816, 43500 Vienna",Mercadona
Leon Schneider,IT60X0542811101000000123456,UNCRITMM,5768.87,Advance 2026404,"Victoria Street 498, 34249 Rotterdam",Monoprix
Jose Popa,ES7921000813610123456789,SABSESMMXXX,10812.56,Bonus 2024063,"Bulevardul Unirii 407, 64738 Eindhoven",Casino
Giovanni Hernandez,RO09BCYP0000001234567890,BCYPROBUXXX,33173.71,Invoice 2024891,"Gartenstrasse 778, 80213 Amsterdam",Denner
Williams Trading,AT483200000012345864,RLNWATWWXXX,24428.89,Maintenance 2026314,"Via Roma 262, 11313 Marseille",Carrefour
James Meyer,RO09BCYP0000001234567890,BRDEROBUXXX,43875.41,Consulting 2026166,"Avenue des Champs 925, 31968 Cluj-Napoca",Monoprix
Cristian Constantinescu,FR7612548029989876543210843,CRLYFRPPXXX,31059.16,Commission 2025582,"Piazza Garibaldi 562, 25812 Rome",Albert Heijn
Finn Schmidt,NL91ABNA0417164300,TRIONL2UXXX,39781.89,Maintenance 2025166,"Church Street 775, 73710 Rotterdam",Carrefour Romania
Petit Enterprises,DE44500105175407324931,DRESDEFF100,11373.62,Contract 2024587,"Avenue des Champs 546, 49102 Lille",Denner
Antonio Dubois,IT60X0542811101000000123456,BPPIITRRXXX,34319.58,Order 2026209,"High Street 319, 21814 Antwerp",Alcampo
Gonzalez Enterprises,IT60X0542811101000000123456,BCITITMM,8442.50,Invoice 2026235,"Park Avenue 277, 27301 Paris",Coop Schweiz
Jose Rodriguez,DE91100000000123456789,INGDDEFFXXX,14516.71,Salary 2026524,"Via Milano 233, 11408 Zurich",Plus
Noah Gonzalez,DE89370400440532013000,BYLADEM1XXX,9317.56,Subscription 2024692,"Calea Victoriei 735, 49770 Naples",Monoprix
Marian Barbu,FR1420041010050500013M02606,CEPAFRPP415,8980.40,Subscription 2024273,"Plaza de España 207, 30821 Bologna",Albert Heijn
Jose Bianchi,ES9121000418450200051332,BSCHESMM,8593.38,Commission 2026965,"Calle Real 456, 13779 Antwerp",Penny
Manuel Gonzalez,RO76BTRL01304205R50067XX,BCYPROBUXXX,20311.97,Commission 2025286,"Green Lane 118, 64852 Madrid",Kaufland
Hans Romano,AT483200000012345864,BKAUATWWXXX,40699.35,Commission 2024332,"Rue de la Paix 449, 26357 Amsterdam",Dia
Barbu GmbH,AT483200000012345864,BKAUATWWXXX,43508.48,Subscription 2025057,"Bulevardul Unirii 972, 13740 Rome",Casino
Lopez GmbH,RO09BCYP0000001234567890,BTRLRO22XXX,36878.88,Order 2026618,"Park Road 254, 14913 Valencia",Kaufland Romania
Bianchi GmbH,AT611904300234573201,GIBAATWWXXX,44842.17,Support 2026663,"Gartenstrasse 469, 93952 Paris",Rewe
Andreea Hernandez,ES7921000813610123456789,BBVAESMM,651.42,Bonus 2026242,"Gartenstrasse 608, 83411 Toulouse",Albert Heijn
Michel Weber,ES7921000813610123456789,SABSESMMXXX,32122.37,License 2025252,"Via Nazionale 56, 70520 Hamburg",Casino
Johnson Corporation,RO66BRDE410SV38975310410,INGBROBU,32811.50,Consulting 2025254,"Church Street 627, 27644 Brussels",Kaufland Romania
Mia Smith,FR7630006000011234567890189,CEPAFRPP415,5277.45,Refund 2024631,"Rue de la Paix 277, 60463 Naples",Rewe
Lena Klein,DE89370400440532013000,DRESDEFF100,27112.07,Services 2026949,"Church Street 641, 74783 Florence",Dia
Maria Barbu,CH5604835012345678009,POFICHBEXXX,29887.97,Order 2025504,"Hauptstrasse 51, 10351 Hamburg",Kaufland
Stoica Technologies,DE27100777770209299700,INGDDEFFXXX,8978.79,Fee 2025104,"Avenida Principal 6, 91153 Rotterdam",Carrefour Italia
Mia Petit,NL91ABNA0417164300,TRIONL2UXXX,24643.71,Services 2026476,"Rue du Commerce 329, 85084 Barcelona",Coop Schweiz
Alain Lopez,FR7612548029989876543210843,CEPAFRPP415,28595.57,Consulting 2026795,"Plaza de España 443, 36370 Amsterdam",Spar
Smith Logistics,NL91ABNA0417164300,TRIONL2UXXX,28304.84,Services 2024948,"Bulevardul Unirii 413, 45416 Salzburg",Kaufland Romania
Adrian Jones,CH5604835012345678009,POFICHBEXXX,32954.12,Advance 2025213,"Green Lane 960, 28118 Hamburg",Lidl
Schaefer AG,BE68539007547034,AXABBE22XXX,11091.78,Commission 2024912,"Church Road 976, 53675 Cluj-Napoca",Mega Image
Sophie Bernard,IT28W8000000292100645211111,UNCRITMM,7684.09,Bonus 2025880,"Via Nazionale 276, 55334 Berlin",Carrefour
Alessandro Dubois,BE71096123456769,GEBABEBB,15332.88,Commission 2026264,"Kirchweg 724, 19603 Marseille",Esselunga
Maximilian Dumitrescu,NL02ABNA0123456789,TRIONL2UXXX,49975.87,Order 2024587,"Calle Mayor 630, 14909 Turin",Carrefour
Russo Partners,BE68539007547034,GKCCBEBB,44821.59,Credit Note 2025861,"Strada Principala 154, 55675 Geneva",Carrefour
Durand International,ES1000492352082414205416,BBVAESMM,25720.31,Order 2025747,"Corso Italia 8, 61278 Berlin",Migros
Pierre Gheorghiu,AT611904300234573201,BKAUATWWXXX,41104.21,License 2025275,"Main Street 432, 95474 Rome",Denner
David Bianchi,IT40S0542811101000000123456,INTESA,25335.61,Services 2024048,"Calle Real 485, 70325 Geneva",Lidl
Martin International,CH9300762011623852957,POFICHBEXXX,47130.02,Invoice 2026589,"Victoria Street 842, 16651 Malaga",Coop Schweiz
Robert AG,NL02ABNA0123456789,INGBNL2AXXX,38373.02,Maintenance 2026881,"Plaza de España 161, 56040 Brussels",Albert Heijn
Mueller Systems,DE27100777770209299700,DRESDEFF100,24222.32,License 2024527,"Avenue des Champs 869, 60488 Paris",Kaufland Romania
Michel Bianchi,CH5604835012345678009,CRESCHZZXXX,46134.02,Advance 2026189,"Bahnhofstrasse 59, 34290 Lyon",Lidl
Leon Smith,ES1000492352082414205416,BBVAESMM,8308.26,Credit Note 2026006,"Strada Principala 891, 32227 Milan",Penny
Sarah Hoffmann,ES9121000418450200051332,CAIXESBBXXX,20166.39,Maintenance 2026798,"Calea Victoriei 954, 20859 Lille",Penny
Dumitrescu Group,CH5604835012345678009,UBSWCHZHXXX,43576.80,Contract 2026423,"Bahnhofstrasse 86, 98971 Barcelona",Carrefour Italia
Francois Koch,ES7921000813610123456789,SABSESMMXXX,30195.78,Salary 2025930,"Avenida Principal 823, 65406 Bordeaux",Migros
Alexander Colombo,RO49AAAA1B31007593840000,INGBROBU,47474.91,Services 2024900,"Plaza de España 508, 55357 Rotterdam",Leclerc
Moldovan Corporation,FR7612548029989876543210843,CEPAFRPP415,44341.07,Refund 2024506,"Boulevard Victor Hugo 995, 17672 Milan",Mercadona
Francesco Fischer,NL91ABNA0417164300,TRIONL2UXXX,22914.25,Bonus 2024491,"Via Nazionale 458, 71075 Cluj-Napoca",Albert Heijn
Giovanni Thomas,DE62370400440532013001,DEUTDEFFXXX,49836.79,Retainer 2026902,"Rue de la Paix 62, 14145 Munich",Kaufland Romania
Alessandro Popa,FR7630006000011234567890189,CRLYFRPPXXX,6406.89,Services 2025997,"Hauptstrasse 454, 61597 Toulouse",Casino
Antonio Dumitrescu,FR7630006000011234567890189,CEPAFRPP415,44237.73,Refund 2025632,"Park Avenue 496, 91544 Barcelona",Penny
John Klein,RO76BTRL01304205R50067XX,BTRLRO22XXX,20302.53,Services 2025446,"Calle Mayor 151, 20416 Bilbao",Carrefour
